City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Mudon,MM,16.2578,97.7164,65.46,85,74,2.82,broken clouds
350,Margate,GB,51.3813,1.3862,54.75,67,100,11.01,overcast clouds
351,San Fernando,PH,15.0286,120.6898,77.02,82,97,5.95,overcast clouds
352,Ashland,US,40.8167,-82.2665,46.54,85,100,14.45,overcast clouds
353,Tire,TR,38.0888,27.7351,51.8,91,100,5.97,overcast clouds
354,Juru,MY,5.312,100.4423,82.9,86,20,4.61,few clouds
355,Dzilam Gonzalez,MX,21.2833,-88.9333,85.95,40,1,5.84,clear sky
356,Hokitika,NZ,-42.7167,170.9667,63.23,94,100,9.89,overcast clouds
357,Lazaro Cardenas,MX,17.9583,-102.2,81.03,59,1,8.3,clear sky
358,Lavumisa,SZ,-27.31,31.892,72.3,87,0,3.2,clear sky
359,Cockburn Town,TC,21.4612,-71.1419,75.2,75,0,19.8,clear sky
360,Matina,CR,10.0761,-83.2895,80.47,54,3,7.16,clear sky
361,Tamandare,BR,-8.7597,-35.1047,83.73,65,5,8.79,clear sky
362,Hithadhoo,MV,-0.6,73.0833,82.69,72,8,11.95,clear sky
363,Cedar City,US,37.6775,-113.0619,30.4,41,20,13.8,few clouds
364,Santa Cruz Del Sur,CU,20.7147,-77.9956,81.97,51,54,9.19,light rain
365,Villa Guerrero,MX,18.8667,-99.65,74.5,28,1,5.86,clear sky
366,Urumqi,CN,43.801,87.6005,-3.05,85,40,2.24,mist
367,Samarai,PG,-10.6167,150.6667,80.8,78,100,12.06,light rain
368,Hamilton,US,39.1834,-84.5333,57.31,46,100,8.39,overcast clouds
369,Cheremshan,RU,54.6667,51.5,28.65,91,100,15.61,overcast clouds
370,Pimentel,PE,-6.8367,-79.9342,82.69,51,0,17.27,clear sky
371,Hyeres,FR,43.1167,6.1167,51.66,49,0,3.44,clear sky
372,Almaznyy,RU,48.0448,40.045,33.94,94,100,9.22,overcast clouds
373,Beringovskiy,RU,63.05,179.3167,-2.18,87,100,13.67,overcast clouds
374,Lagoa,PT,39.05,-27.9833,58.44,77,30,17.18,scattered clouds
375,Roald,NO,62.5833,6.1333,37.0,100,75,2.3,broken clouds
376,Bafq,IR,31.6128,55.4107,47.95,62,8,3.56,clear sky
377,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,66,75,5.99,broken clouds
378,Locri,IT,38.2414,16.2623,53.82,73,65,10.31,broken clouds
379,Kyaukse,MM,21.6,96.1333,61.25,38,0,5.82,clear sky
380,Atar,MR,20.5169,-13.0499,82.2,10,98,10.0,overcast clouds
381,Pangkalanbuun,ID,-2.6833,111.6167,73.6,97,63,1.19,broken clouds
382,Temiscaming,CA,46.7212,-79.0971,34.48,64,100,18.41,overcast clouds
383,Acajutla,SV,13.5928,-89.8275,93.54,56,0,10.04,clear sky
384,Camacha,PT,33.0833,-16.3333,63.54,77,20,21.85,few clouds
385,Hirara,JP,24.8,125.2833,68.65,71,98,20.22,overcast clouds
386,Havre-Saint-Pierre,CA,50.2334,-63.5986,7.39,55,0,10.36,clear sky
387,Harlingen,US,26.1906,-97.6961,73.33,82,100,5.75,overcast clouds
388,Walvis Bay,NA,-22.9575,14.5053,71.1,77,64,6.55,broken clouds
389,Arlit,NE,18.7369,7.3853,65.73,10,3,6.35,clear sky
390,La Ronge,CA,55.1001,-105.2842,-10.95,64,20,12.66,few clouds
391,Numan,NG,9.4667,12.0333,75.6,16,5,5.28,clear sky
392,Rumonge,BI,-3.9736,29.4386,69.64,84,100,2.35,overcast clouds
393,Farmington,US,36.7281,-108.2187,43.2,36,20,5.75,few clouds
394,Emerald,AU,-23.5333,148.1667,84.34,61,100,5.75,overcast clouds
395,Dachnoye,RU,43.0847,44.7358,30.58,92,31,8.95,scattered clouds
396,Cayon,KN,17.35,-62.7333,83.73,65,20,9.22,few clouds
397,Aswan,EG,24.0934,32.907,59.95,34,0,8.01,clear sky
398,Ryki,PL,51.6257,21.9327,34.27,50,100,12.28,overcast clouds
399,Mushabani,IN,22.5167,86.45,64.17,40,9,2.46,clear sky
400,Pontianak,ID,-0.0333,109.3333,75.18,100,75,2.3,mist
401,Zaysan,KZ,47.4667,84.8667,3.49,95,90,2.62,overcast clouds
402,Phuket,TH,8.0,98.25,75.42,94,20,0.0,few clouds
403,Lavrentiya,RU,65.5833,-171.0,2.57,71,6,18.75,clear sky
404,Eregli,TR,37.5133,34.0467,31.15,84,72,3.56,broken clouds
405,Sinnamary,GF,5.3833,-52.95,79.54,81,100,13.22,overcast clouds
406,Noyabrsk,RU,63.1994,75.4507,-6.54,100,85,4.32,overcast clouds
407,Amstetten,AT,48.1229,14.8721,37.08,87,100,15.01,light snow
408,Finote Selam,ET,10.7,37.2667,66.88,39,75,4.21,broken clouds
409,Akdepe,TM,42.0551,59.3788,32.09,74,96,5.3,overcast clouds
410,San Andres,CO,12.5847,-81.7006,84.22,65,20,9.22,few clouds
411,Gurupa,BR,-1.405,-51.64,85.84,64,93,2.8,moderate rain
412,Pozo Colorado,PY,-23.4923,-58.7972,107.8,14,8,3.69,clear sky
413,Vila Franca Do Campo,PT,37.7167,-25.4333,62.2,75,92,10.09,overcast clouds
414,Sioux Lookout,CA,50.1001,-91.917,23.07,93,100,10.36,overcast clouds
415,Dunedin,NZ,-45.8742,170.5036,64.15,75,100,10.58,light rain
416,Novyy Urengoy,RU,66.0833,76.6333,-13.65,100,99,4.12,overcast clouds
417,Rawson,AR,-43.3002,-65.1023,78.62,35,77,3.27,broken clouds
418,Liku,ID,-0.7275,119.8922,74.23,89,100,3.27,overcast clouds
419,Maxixe,MZ,-23.8597,35.3472,78.62,88,20,7.0,few clouds
420,Noumea,NC,-22.2763,166.4572,73.38,81,94,5.88,overcast clouds
421,Chunskiy,RU,56.0815,99.6342,-5.78,100,99,1.68,overcast clouds
422,Ulladulla,AU,-35.35,150.4667,70.77,89,100,12.55,overcast clouds
423,Qiqihar,CN,47.3408,123.9672,-5.31,87,30,6.98,scattered clouds
424,Camapua,BR,-19.5314,-54.0439,73.53,92,100,3.96,overcast clouds
425,Torbat-E Jam,IR,35.244,60.6225,42.75,84,100,8.97,overcast clouds
426,Westport,US,41.1415,-73.3579,38.16,62,40,1.01,light rain
427,Derzhavinsk,KZ,51.1,66.3167,10.29,90,100,5.82,overcast clouds
428,Tynda,RU,55.1667,124.7167,-20.24,95,20,4.61,few clouds
429,Broome,US,42.2506,-75.833,37.02,47,0,3.0,clear sky
430,Sorland,NO,67.667,12.6934,30.27,55,100,22.39,overcast clouds
431,Norman Wells,CA,65.282,-126.8329,-18.36,76,75,0.0,broken clouds
432,Morwell,AU,-38.2333,146.4,55.9,77,10,3.62,clear sky
433,Maceio,BR,-9.6658,-35.7353,90.84,51,20,14.97,few clouds
434,Kieta,PG,-6.2167,155.6333,79.12,87,100,5.5,overcast clouds
435,Xunchang,CN,28.4543,104.715,41.36,91,100,2.77,light rain
436,Boa Vista,BR,2.8197,-60.6733,90.36,43,100,6.11,overcast clouds
437,Khromtau,KZ,50.2503,58.4347,16.43,87,100,9.69,overcast clouds
438,Belyy Yar,RU,53.6039,91.3903,-13.11,77,100,2.24,mist
439,Saint Paul,US,44.9444,-93.0933,20.7,64,100,5.99,overcast clouds
440,Maldonado,UY,-34.6667,-54.9167,76.39,32,0,5.53,clear sky
441,Penzance,GB,50.1186,-5.5371,51.01,93,79,18.34,broken clouds
442,Bongouanou,CI,6.6486,-4.1992,79.21,17,21,0.92,few clouds
443,Oranjemund,NA,-28.55,16.4333,66.04,88,51,7.7,broken clouds
444,Half Moon Bay,US,37.4636,-122.4286,57.87,37,0,3.0,clear sky
445,Hobyo,SO,5.3505,48.5268,78.08,85,100,18.52,overcast clouds
446,Port-Gentil,GA,-0.7193,8.7815,80.11,83,75,11.5,moderate rain
447,Kalmunai,LK,7.4167,81.8167,73.99,74,0,4.05,clear sky
448,Chifeng,CN,42.2683,118.9636,10.2,53,0,6.67,clear sky
449,Pathein,MM,16.7833,94.7333,62.19,66,6,4.97,clear sky
450,Salamiyah,SY,35.0113,37.0532,50.16,69,100,4.21,overcast clouds
451,Tura,IN,25.5198,90.2201,53.1,72,3,4.59,clear sky
452,Batemans Bay,AU,-35.7167,150.1833,73.2,91,100,6.46,overcast clouds
453,Santiago Del Estero,AR,-27.7951,-64.2615,100.38,19,5,10.49,clear sky
454,Ussel,FR,45.55,2.3167,36.09,99,100,3.29,overcast clouds
455,Manati,PR,18.4275,-66.4921,87.28,75,43,8.59,scattered clouds
456,Kosonsoy,UZ,41.2561,71.5508,27.16,36,8,6.46,clear sky
457,Newport,GB,51.5877,-2.9984,55.08,84,100,1.99,overcast clouds
458,Vernon,CA,50.2581,-119.2691,35.44,63,24,3.0,few clouds
459,San Quintin,MX,30.4833,-115.95,60.75,67,20,8.59,few clouds
460,Zarubino,RU,42.63,131.0922,15.35,66,1,17.11,clear sky
461,Kiama,AU,-34.6833,150.8667,73.38,91,100,1.99,light rain
462,Vieste,IT,41.8825,16.175,46.9,52,7,33.67,clear sky
463,Samoded,RU,63.6083,40.5111,13.73,95,100,6.06,light snow
464,Grand Gaube,MU,-20.0064,57.6608,81.0,82,100,11.99,light rain
465,Carballo,ES,43.213,-8.691,52.86,84,4,7.45,clear sky
466,Bubaque,GW,11.2833,-15.8333,79.16,74,6,12.64,clear sky
467,Chillicothe,US,39.3331,-82.9824,54.52,42,0,9.22,clear sky
468,Marystown,CA,47.1666,-55.1483,27.86,100,67,10.0,broken clouds
469,Buin,CL,-33.7333,-70.75,85.05,24,100,10.33,overcast clouds
470,Quang Ngai,VN,15.1167,108.8,69.69,91,100,4.7,overcast clouds
471,Kavaratti,IN,10.5669,72.642,80.24,70,5,7.94,clear sky
472,Jiayuguan,CN,39.8167,98.3,19.08,33,71,2.42,broken clouds
473,Inhambane,MZ,-23.865,35.3833,78.78,88,20,7.0,few clouds
474,Salgueiro,BR,-8.0742,-39.1192,93.04,26,4,11.39,clear sky
475,Saint-Joseph,RE,-21.3667,55.6167,79.16,91,67,21.81,moderate rain
476,Castilho,BR,-20.8722,-51.4875,76.26,79,100,9.1,light rain
477,Ambon,ID,-3.6954,128.1814,80.74,78,40,6.91,scattered clouds
478,Okha,RU,53.5739,142.9478,3.0,91,93,21.09,overcast clouds
479,Humaita,BR,-7.5061,-63.0208,90.97,51,66,3.18,broken clouds
480,Matara,LK,5.9485,80.5353,72.46,85,0,9.71,clear sky
481,Abay,KZ,49.6311,72.8539,-5.42,97,30,3.98,scattered clouds
482,Fortuna,US,40.5982,-124.1573,47.98,64,0,1.99,clear sky
483,Ozernovskiy,RU,51.5,156.5167,26.69,74,100,2.35,overcast clouds
484,Pangody,RU,65.85,74.4859,-17.01,100,100,5.82,overcast clouds
485,Alexandria,EG,31.2156,29.9553,56.52,57,0,6.67,clear sky
486,San Rafael,AR,-34.6177,-68.3301,93.54,22,67,12.48,broken clouds
487,Yei,SS,4.095,30.6779,82.44,27,100,4.14,overcast clouds
488,Manokwari,ID,-0.8667,134.0833,77.52,81,100,5.28,overcast clouds
489,Paracale,PH,14.2804,122.7881,74.98,89,99,12.86,moderate rain
490,Portland,US,45.5234,-122.6762,42.33,92,100,1.01,overcast clouds
491,Mendi,PG,-6.1761,143.6513,54.7,97,100,1.83,overcast clouds
492,Egvekinot,RU,66.3167,-179.1667,-3.05,73,98,15.68,overcast clouds
493,Fort Nelson,CA,58.8053,-122.7002,-17.01,76,75,5.75,light snow
494,Ewa Beach,US,21.3156,-158.0072,76.01,77,0,3.44,clear sky
495,Hays,US,30.0502,-98.0336,64.53,84,88,3.0,overcast clouds
496,Waitara,NZ,-38.925,174.25,69.22,79,100,13.49,overcast clouds
497,Conde,BR,-7.2597,-34.9075,87.26,62,40,12.66,scattered clouds
498,Gamboma,CG,-1.8764,15.8644,81.73,57,89,2.82,overcast clouds
499,Papara,BR,-3.9839,-38.7273,86.4,52,54,10.63,broken clouds
500,Cap Malheureux,MU,-19.9842,57.6142,81.09,82,100,11.99,light rain
501,Itoman,JP,26.1247,127.6694,64.78,82,75,10.36,broken clouds
502,Kununurra,AU,-15.7667,128.7333,78.78,89,75,9.22,broken clouds
503,Novogurovskiy,RU,54.4678,37.3428,24.39,94,91,10.04,overcast clouds
504,Novodugino,RU,55.6305,34.2842,20.25,93,99,10.4,overcast clouds
505,Fukue,JP,32.6881,128.8419,44.96,55,6,12.46,clear sky
506,Odweyne,SO,9.4092,45.064,66.94,67,100,11.79,overcast clouds
507,Laborie,LC,13.75,-60.9833,83.86,66,5,13.4,clear sky
508,Mbaiki,CF,3.8678,17.9892,75.36,22,15,2.44,few clouds
509,Menongue,AO,-14.6585,17.691,66.65,51,100,4.16,overcast clouds
510,Dilla,ET,6.41,38.31,68.49,43,100,4.72,overcast clouds
511,Ust-Ilimsk,RU,58.0006,102.6619,-2.4,100,94,3.58,overcast clouds
512,Placido De Castro,BR,-10.3353,-67.1856,82.81,84,80,3.02,light rain
513,Peleduy,RU,59.6289,112.7406,-3.77,99,100,3.58,overcast clouds
514,Stephenville,US,32.2207,-98.2023,65.25,67,75,10.36,broken clouds
515,Bichena,ET,10.45,38.2,61.66,41,46,4.21,scattered clouds
516,Hualmay,PE,-11.0964,-77.6139,75.85,69,41,11.45,scattered clouds
517,Chadan,RU,51.2833,91.5833,-15.38,96,95,1.77,overcast clouds
518,Ostrow Mazowiecka,PL,52.8024,21.8951,33.62,86,100,10.76,overcast clouds
519,Tsogni,GA,-2.7942,10.0988,77.4,88,3,4.12,light rain
520,Henties Bay,NA,-22.116,14.2845,70.86,77,1,4.5,clear sky
521,Wanning,CN,18.8003,110.3967,67.53,92,92,7.14,overcast clouds
522,Honningsvag,NO,70.9821,25.9704,20.95,63,0,19.57,clear sky
523,Kichera,RU,55.9375,110.0997,-11.47,89,61,4.59,broken clouds
524,Shingu,JP,33.7333,135.9833,42.91,63,0,11.9,clear sky
525,Orlik,RU,52.5178,99.825,-19.82,96,43,2.57,scattered clouds
526,Zhigansk,RU,66.7697,123.3711,-28.75,99,94,9.44,overcast clouds
527,Mizdah,LY,31.4451,12.9801,46.9,59,77,15.26,broken clouds
528,Roebourne,AU,-20.7833,117.1333,84.61,67,95,6.38,overcast clouds
529,Shubarshi,KZ,48.5872,57.1869,20.23,86,100,10.67,overcast clouds
530,Coromandel,BR,-18.4733,-47.2003,74.89,79,100,5.23,overcast clouds
531,Sabzevar,IR,36.2126,57.6819,37.74,88,100,6.98,overcast clouds
532,Sorong,ID,-0.8833,131.25,79.61,75,100,5.35,overcast clouds
533,Tommot,RU,58.9564,126.2925,-6.84,96,100,8.3,overcast clouds
534,Cao Bang,VN,22.6667,106.25,48.78,90,100,1.45,overcast clouds
535,Marawi,PH,7.9986,124.2928,65.64,95,100,1.05,overcast clouds
536,Mount Darwin,ZW,-16.7725,31.5838,67.14,92,3,2.93,clear sky
537,Port Moresby,PG,-9.4431,147.1797,72.82,94,75,11.5,light rain
538,Imbituba,BR,-28.24,-48.6703,82.29,72,43,9.04,scattered clouds
539,Deniliquin,AU,-35.5333,144.9667,54.0,63,0,13.42,clear sky
540,Trincomalee,LK,8.5711,81.2335,77.56,65,5,7.49,clear sky
541,Lagos,NG,6.5833,3.75,84.52,63,0,5.14,clear sky
542,Sonoita,MX,31.85,-112.8333,64.53,15,97,11.12,overcast clouds
543,Vilyuysk,RU,63.7553,121.6247,-31.02,99,79,4.9,broken clouds
544,Ouesso,CG,1.6136,16.0517,78.55,26,100,1.54,overcast clouds
545,Oktyabrskoye,RU,43.0645,44.7417,30.34,92,29,8.95,scattered clouds
546,Kemijarvi,FI,66.7131,27.4306,13.46,94,100,6.78,overcast clouds
547,Doha,QA,25.2867,51.5333,66.18,75,0,13.8,clear sky
548,Sibiti,CG,-3.6819,13.3499,70.92,94,97,1.45,light rain
549,New Albany,US,38.2856,-85.8241,61.92,38,100,12.66,overcast clouds
550,Amapa,BR,1.0,-52.0,78.64,94,99,2.75,overcast clouds
551,Cururupu,BR,-1.8283,-44.8683,82.58,75,90,6.55,overcast clouds
552,Katangli,RU,51.7102,143.2326,6.87,87,100,16.6,overcast clouds
553,Khani,GE,41.9563,42.9566,36.97,78,95,8.81,overcast clouds
554,Khor,RU,47.8861,134.9464,-12.08,100,78,5.12,broken clouds
555,Aklavik,CA,68.2191,-135.0107,-12.17,76,75,4.61,broken clouds
556,Aracaju,BR,-10.9111,-37.0717,85.95,70,20,13.8,few clouds
557,Pemangkat,ID,1.1667,108.9667,76.91,90,51,9.28,light rain
558,Nago,JP,26.5881,127.9761,64.83,73,100,12.48,overcast clouds
559,Berkak,NO,62.825,10.0118,12.79,89,100,7.31,overcast clouds
560,Shellbrook,CA,53.2168,-106.4011,-8.37,89,40,12.91,scattered clouds
561,Elko,US,41.0002,-115.5012,25.05,61,1,7.0,clear sky
562,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,88.41,60,99,3.4,overcast clouds
563,Morant Bay,JM,17.8815,-76.4093,83.82,68,8,8.28,clear sky
564,Osmena,PH,10.5208,119.9258,79.29,83,100,19.75,overcast clouds
565,Banyo,CM,6.75,11.8167,71.04,24,48,3.49,scattered clouds
566,Sao Desiderio,BR,-12.3633,-44.9733,84.61,60,98,5.37,overcast clouds
567,Lata,PT,40.1629,-8.3327,61.21,66,0,5.59,clear sky
568,Bandundu,CD,-3.3167,17.3667,80.24,63,87,4.14,overcast clouds
569,Inta,RU,66.0317,60.1659,-5.67,94,33,5.26,scattered clouds
570,Jinchang,CN,38.4953,102.1739,19.74,35,66,2.68,broken clouds
571,Goundam,ML,16.4145,-3.6708,75.47,7,85,9.17,overcast clouds
572,Udachnyy,RU,66.4167,112.4,-36.15,100,61,2.28,broken clouds
573,Zambezi,ZM,-13.5432,23.1047,68.45,84,100,0.87,overcast clouds
574,Dukat,RU,62.55,155.55,-10.39,95,100,5.06,overcast clouds
575,Ocara,BR,-4.4908,-38.5967,89.8,43,66,12.15,broken clouds
576,Gat,IL,31.61,34.7642,52.39,100,0,5.35,clear sky
577,Melville,US,40.7934,-73.4151,37.65,61,0,1.99,light rain
578,General Roca,AR,-39.0333,-67.5833,96.62,11,68,17.47,broken clouds
579,Shakawe,BW,-18.3667,21.85,66.27,95,78,4.97,broken clouds
580,Urdoma,RU,61.7533,48.5442,21.6,95,100,7.18,snow
581,Champoton,MX,19.35,-90.7167,85.01,48,6,1.95,clear sky
582,Rio Pardo De Minas,BR,-15.6097,-42.5397,78.96,73,99,3.4,overcast clouds
583,Beaune,FR,47.0833,4.75,35.24,97,100,9.53,overcast clouds
584,Altamira,BR,-3.2033,-52.2064,87.89,66,40,4.61,scattered clouds
585,Dolinsk,RU,47.35,142.8,4.86,95,78,4.52,broken clouds
586,Opuwo,NA,-18.0607,13.84,72.19,37,100,10.09,overcast clouds
587,Destin,US,30.3935,-86.4958,70.65,60,0,19.57,clear sky
588,Tripoli,LY,32.8752,13.1875,56.23,47,43,24.94,scattered clouds
589,Tiebissou,CI,7.1574,-5.2257,93.29,15,100,2.01,overcast clouds
590,Kalush,UA,49.0119,24.3731,28.35,92,88,4.79,overcast clouds
591,Meybod,IR,32.2501,54.0166,42.82,70,0,7.07,clear sky
592,Kondinskoye,RU,59.6481,67.41,4.06,99,89,6.31,overcast clouds
593,Brae,GB,60.3964,-1.353,40.91,64,100,29.86,overcast clouds
594,Carinhanha,BR,-14.3047,-43.765,81.03,72,100,1.79,overcast clouds
595,Chilca,PE,-12.5211,-76.7372,77.16,78,100,7.07,overcast clouds
596,Aykhal,RU,66.0,111.5,-23.57,100,9,3.22,clear sky
597,Bereda,ES,43.2686,-7.5406,48.92,93,1,5.06,clear sky
598,Save,BJ,8.0425,2.486,86.22,10,4,2.98,clear sky
599,Teguise,ES,29.0605,-13.564,64.62,60,0,6.91,clear sky
600,Okato,NZ,-39.2,173.8833,67.91,86,100,16.17,overcast clouds
601,Gasa,PS,31.5,34.4667,52.18,71,0,8.19,clear sky
602,Las Cruces,US,32.3123,-106.7783,63.55,20,0,7.0,clear sky
603,Manturovo,RU,58.3353,44.7619,26.17,95,100,10.36,light snow
604,Faanui,PF,-16.4833,-151.75,81.0,75,4,18.81,clear sky
605,Duartina,BR,-22.4144,-49.4039,74.84,74,100,5.39,overcast clouds
606,Chuy,UY,-33.6971,-53.4616,75.25,40,0,7.38,clear sky
607,Bage,BR,-31.3314,-54.1069,92.98,27,40,2.3,scattered clouds
608,Valparaiso,CL,-33.0393,-71.6273,67.64,69,0,14.97,clear sky
609,Brora,GB,58.0099,-3.8518,45.28,75,61,23.8,broken clouds
610,Mountain Home,US,43.133,-115.6912,29.68,100,75,10.36,broken clouds
611,Port Shepstone,ZA,-30.7414,30.455,77.76,88,100,13.51,overcast clouds
612,Qui Nhon,VN,13.7667,109.2333,71.98,88,99,9.69,overcast clouds
613,Gavle,SE,60.6745,17.1417,24.51,83,90,1.99,overcast clouds
614,Jining,CN,35.405,116.5814,37.0,1,100,2.19,overcast clouds
615,Tadine,NC,-21.55,167.8833,76.93,88,24,7.9,few clouds
616,Uarini,BR,-2.99,-65.1083,91.35,80,63,3.83,broken clouds
617,Galle,LK,6.0367,80.217,74.08,84,7,6.91,clear sky
618,Goya,AR,-29.14,-59.2626,106.05,14,0,1.97,clear sky
619,Victoria Point,AU,-27.5833,153.3,79.92,94,100,1.01,overcast clouds
620,Awassa,ET,7.05,38.4667,67.19,39,100,5.23,overcast clouds
621,Moron,AR,-34.6534,-58.6198,87.03,44,6,4.03,clear sky
622,Sarangani,PH,5.4033,125.4636,82.42,69,100,16.06,overcast clouds
623,Ouallam,NE,14.3188,2.0866,71.15,8,7,10.22,clear sky
624,Ampanihy,MG,-24.7,44.75,74.21,71,0,13.87,clear sky
625,Muzhi,RU,65.3667,64.6667,-19.25,100,71,2.86,broken clouds
626,Lebedinyy,RU,58.5167,125.5167,-16.31,100,100,2.68,overcast clouds
627,Riyadh,SA,24.6877,46.7219,59.14,28,0,11.83,clear sky
628,Antofagasta,CL,-23.65,-70.4,72.21,63,1,9.69,clear sky
629,Hinatuan,PH,8.3722,126.3342,75.24,88,100,4.52,overcast clouds
630,Iskateley,RU,67.6803,53.1512,-9.78,100,100,4.81,overcast clouds
631,Puerto Escondido,MX,15.85,-97.0667,86.2,52,0,14.92,clear sky
632,Sambava,MG,-14.2667,50.1667,77.86,83,26,9.75,scattered clouds
633,Kampene,CD,-3.6,26.6667,70.63,84,100,0.92,overcast clouds
634,Umba,RU,66.6871,34.3429,15.15,92,100,9.35,overcast clouds
635,Sulangan,PH,11.1373,123.7228,79.93,79,100,12.37,overcast clouds
636,Sedalia,US,38.7045,-93.2283,56.57,92,100,8.05,moderate rain
637,Thinadhoo,MV,0.5333,72.9333,83.28,72,26,14.05,scattered clouds
638,Marsh Harbour,BS,26.5412,-77.0636,68.22,53,99,14.07,overcast clouds
639,Port Hawkesbury,CA,45.6169,-61.3485,24.91,72,100,8.01,overcast clouds
640,Heihe,CN,50.2441,127.4902,-3.42,87,2,8.9,clear sky
641,Champerico,GT,14.3,-91.9167,91.94,55,0,10.71,clear sky
642,Ugoofaaru,MV,5.6667,73.0,82.67,76,5,17.85,clear sky
643,Haimen,CN,23.1935,116.6142,55.29,85,99,21.85,overcast clouds
644,Les Escoumins,CA,48.1111,-69.0236,7.95,79,89,2.24,overcast clouds
645,Charters Towers,AU,-20.1,146.2667,77.52,77,100,5.64,overcast clouds
646,Ocos,GT,14.5094,-92.1933,91.9,57,0,9.4,clear sky
647,Srednekolymsk,RU,67.45,153.6833,-21.89,98,89,2.1,overcast clouds
648,Honiara,SB,-9.4333,159.95,78.17,87,91,3.71,heavy intensity rain
649,Zyryanka,RU,65.75,150.85,-10.26,93,100,12.68,overcast clouds
650,Kaitong,CN,44.8135,123.15,-4.45,85,10,7.76,clear sky
651,Asau,RO,46.4333,26.4,33.96,73,100,1.59,overcast clouds
652,East Wenatchee,US,47.4157,-120.2931,40.15,66,1,1.01,clear sky
653,Farafangana,MG,-22.8167,47.8333,75.52,82,0,7.74,clear sky
654,Kenai,US,60.5544,-151.2583,19.15,76,100,24.16,light snow
655,Moorhead,US,46.8739,-96.7676,6.98,73,75,14.0,haze
656,Embonas,GR,36.2269,27.8564,50.83,74,100,21.7,overcast clouds
657,Port Lincoln,AU,-34.7333,135.8667,59.79,59,22,17.02,few clouds
658,Key West,US,24.5557,-81.7826,75.2,59,75,10.36,broken clouds
659,Puerto Leguizamo,CO,-0.1934,-74.7819,92.73,31,100,4.76,overcast clouds
660,Taltal,CL,-25.4,-70.4833,69.33,68,17,6.35,few clouds
661,Bereznik,RU,62.8551,42.7072,15.01,95,100,5.77,overcast clouds
662,Lafia,NG,8.4833,8.5167,83.79,12,0,0.67,clear sky
663,Porto Tolle,IT,44.9497,12.3245,46.42,61,1,9.75,clear sky
664,Decatur,US,39.8403,-88.9548,51.85,54,100,14.97,light rain
665,Natal,BR,-5.795,-35.2094,88.45,66,40,14.97,scattered clouds
666,Vanimo,PG,-2.6741,141.3028,76.37,85,100,5.93,moderate rain
667,Mastic Beach,US,40.7668,-72.8521,38.07,65,100,1.01,overcast clouds
668,Maragogi,BR,-9.0122,-35.2225,83.26,67,16,9.17,few clouds
669,El Roble,CO,9.1019,-75.1951,90.61,41,0,2.59,clear sky
670,Slave Lake,CA,55.2834,-114.769,-4.02,77,100,11.5,overcast clouds
671,Talladega,US,33.4359,-86.1058,66.69,28,0,11.5,clear sky
672,Saint Anthony,US,45.0205,-93.218,19.92,65,75,7.0,broken clouds
673,Muravlenko,RU,63.7898,74.523,-16.65,100,99,4.61,overcast clouds
674,Hashtrud,IR,37.4779,47.0508,5.67,97,55,1.79,broken clouds
675,Baker City,US,44.7749,-117.8344,29.59,82,99,1.14,overcast clouds
676,Iralaya,HN,15.0,-83.2333,79.9,69,7,7.0,clear sky
677,Kutahya,TR,39.4242,29.9833,30.74,91,100,5.64,overcast clouds
678,Byron Bay,AU,-28.65,153.6167,79.88,85,100,5.23,overcast clouds
679,Baykit,RU,61.67,96.37,-10.55,100,100,0.94,overcast clouds
680,Miri,MY,4.4148,114.0089,77.14,100,40,2.3,scattered clouds
681,Sur,OM,22.5667,59.5289,73.53,71,3,6.55,clear sky
682,Sidi Ali,DZ,36.0998,0.4206,48.99,72,0,4.92,clear sky
683,Orbetello,IT,42.4408,11.2196,48.02,33,0,2.3,clear sky
684,Vieques,PR,18.425,-65.8329,87.71,65,20,13.8,few clouds
685,Avera,US,33.194,-82.5271,62.44,47,0,9.22,clear sky
686,Kutum,SD,14.2,24.6667,60.82,20,5,6.96,clear sky
687,Am Timan,TD,11.0297,20.2827,78.06,15,6,2.64,clear sky
688,Bosaso,SO,11.2842,49.1816,76.87,77,79,4.09,broken clouds
689,Parla,ES,40.236,-3.7675,56.86,48,0,11.5,clear sky
690,Morondava,MG,-20.2833,44.2833,83.7,76,100,7.4,overcast clouds
691,Solnechnyy,RU,50.7214,136.6319,-3.32,99,100,1.88,overcast clouds
692,Uray,RU,60.1247,64.7758,8.6,98,100,6.11,overcast clouds
693,Mnogovershinnyy,RU,53.9353,139.9242,-6.57,94,99,4.88,overcast clouds
694,Kulhudhuffushi,MV,6.6221,73.07,81.41,74,5,11.32,clear sky
695,Pangai,TO,-19.8,-174.35,80.15,70,1,7.99,clear sky
696,Ahipara,NZ,-35.1667,173.1667,69.53,85,100,16.26,overcast clouds
697,Kyshtovka,RU,56.555,76.6271,13.23,97,93,5.82,overcast clouds
698,Fuzhou,CN,26.0614,119.3061,48.09,92,94,2.89,overcast clouds
699,Cayenne,GF,4.9333,-52.3333,78.84,92,75,8.01,light rain
700,Bongandanga,CD,1.5,21.05,81.05,38,60,1.32,broken clouds
701,Hakkari,TR,37.5833,44.1667,10.78,75,11,2.53,few clouds
